╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
─кмw░╧,й╨жa(дgжa+л╪кл),╖sе_ел─кмw░╧░ъ╣D╕ЇдGмq91~120╕╣,25.47,дu,,,1050401,дgжa1л╪кл1иожь0,дC╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0960530,125.62,3,2,2,ж│,ж│,12550000,99904,,0.0,0,,RPRNMLSKNHLFFGF98CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧└Їкeлn╕Ї221л╤1~30╕╣,25.5,жэ,,,1050415,дgжa1л╪кл1иожь0,е|╝hбA╢зеx,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,е[▒j┐j│y,06405,76.0,3,2,2,ж│,╡L,7300000,96053,,0.0,0,,RPPNMLLJOHLFFGF08CA
ддйM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елддйM░╧╡╪║╓╡є4л╤1~30╕╣,24.93,жэ,,,1050406,дgжa1л╪кл1иожь1,д@╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860811,152.95999999999998,3,1,2,ж│,╡L,14300000,93488,д╔н░енн▒,45.05,0,,RPXNMLMJNHLFFHF98CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧дд┐│╡є161л╤2з╦1~30╕╣,30.49,жэ,,,1050414,дgжa1л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0870404,134.1,5,3,3,ж│,╡L,10500000,78300,,0.0,0,,RPUNMLNJNHLFFHF78CA
ддйM░╧,дgжa,┤║║╓мq241~270жa╕╣,5.79,жэ,,,1050412,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1576350,272254,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPTOMLNJNHLFFHF78CA
ддйM░╧,дgжa,┤║║╓мq241~270жa╕╣,5.79,жэ,,,1050412,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1576350,272254,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPUOMLNJNHLFFHF88CA
ддйM░╧,дgжa,┤║║╓мq241~270жa╕╣,5.79,жэ,,,1050412,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1576350,272254,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPWOMLNJNHLFFHF09CA
ддйM░╧,дgжa,┤║║╓мq241~270жa╕╣,2.9,жэ,,,1050412,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,788130,271769,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPXOMLNJNHLFFHF56CA
ддйM░╧,дgжa,┤║║╓мq241~270жa╕╣,2.9,жэ,,,1050412,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,788130,271769,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPOPMLNJNHLFFHF38CA
ддйM░╧,дgжa,┤║║╓мq241~270жa╕╣,5.79,жэ,,,1050412,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1576350,272254,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQPMLNJNHLFFHF58CA
ддйM░╧,дgжa,┤║║╓мq241~270жa╕╣,17.37,жэ,,,1050412,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4728960,272249,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSPMLNJNHLFFHF78CA
ддйM░╧,дgжa,┤║║╓мq241~270жa╕╣,5.79,жэ,,,1050412,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1576350,272254,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPTPMLNJNHLFFHF88CA
ддйM░╧,дgжa,┤║║╓мq241~270жa╕╣,17.37,жэ,,,1050412,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4728960,272249,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPUPMLNJNHLFFHF98CA
ддйM░╧,дgжa,е┐лnмq121~150жa╕╣,135.65,жэ,,,1050331,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,40213320,296449,,0.0,0,1.еX░тзtжaдWе╝┐ьлOжs╡n░Oл╪клдз└│ж││бд└ 2.и╠дgжaкk34▒°дз1еX░т,RPRNMLOJNHLFFHF58CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧╣╪╝w╡є1~30╕╣,28.3,жэ,,,1050221,дgжa1л╪кл1иожь0,дT╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),░ъе┴жэжv,┐√╡м▓V╛одg│y,0900314,153.66,3,2,2,ж│,ж│,12280000,79917,,0.0,0,,RPROMLOJNHLFFHF68CA
ддйM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елддйM░╧╡╪╖s╡є109л╤31~60╕╣,14.62,жэ,,,1050331,дgжa1л╪кл1иожь1,д@╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850719,102.82,3,2,3,ж│,ж│,8700000,84614,йY╣D╛ў▒ё,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбCиожьн▒┐n╡Lкk╖з║тбC,RPQOMLPJNHLFFHF68CA
ддйM░╧,иожь,╖sе_елддйM░╧╡╪╖s╡є109л╤1~30╕╣,0.0,,,,1050401,дgжa0л╪кл0иожь1,,,ифеL,,,,29.78,0,0,0,ж│,ж│,1500000,,йY╣Dенн▒,0.0,1500000,,RPROMLPJNHLFFHF78CA
е├йM░╧,й╨жa(дgжa+л╪кл),╖sе_еле├йM░╧└Їкeжш╕ЇдGмq209л╤1~30╕╣,7.27,жэ,,,1050403,дgжa1л╪кл1иожь0,дE╝h,дQдK╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0870122,76.56,2,2,1,ж│,ж│,9580000,125131,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPPPMLPJNHLFFHF68CA
е├йM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_еле├йM░╧е├ен╕Ї218л╤1~30╕╣,27.24,жэ,,,1050327,дgжa1л╪кл1иожь1,е|╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840809,160.99,4,2,1,ж│,ж│,16200000,100627,йY╣Dенн▒,0.0,0,ж@ж│дH╝╞2дHбCзt╝Wл╪й╬е╝╡n░Oл╪клбCд║зt┐Wе▀▓г┼vиожьбAе╝е]зtжb┤╔╝╞д║бCиожьн▒┐n╡Lкk╖з║тбC,RPSPMLPJNHLFFHF98CA
е├йM░╧,й╨жa(дgжa+л╪кл),╖sе_еле├йM░╧║╓йM╕Ї271~300╕╣,1.86,░╙,,,1050115,дgжa1л╪кл1иожь0,е|╝h,дQдG╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0840519,24.18,1,0,1,ж│,ж│,4500000,186104,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPTPMLPJNHLFFHF09CA
ддйM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елддйM░╧жwен╕Ї61~90╕╣,18.35,жэ,,,1050125,дgжa1л╪кл1иожь1,е|╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0980122,168.58999999999997,3,2,2,ж│,ж│,22500000,133460,йY╣Dенн▒,31.45,0,ж@ж│дH╝╞2дHбCзt╝Wл╪й╬е╝╡n░Oл╪клбC,RPUPMLPJNHLFFHF56CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧дд┐│╡є211~240╕╣,9.77,жэ,,,1050329,дgжa1л╪кл1иожь0,дK╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0971009,79.68,2,1,1,ж│,ж│,8800000,110442,,0.0,0,,RPSOMLQJNHLFFHF98CA
е├йM░╧,й╨жa(дgжa+л╪кл),╖sе_еле├йM░╧ж╦кL╕Ї25л╤1~30╕╣,30.42,жэ,,,1050316,дgжa4л╪кл1иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0980310,99.19,2,1,2,ж│,╡L,14000000,141143,,0.0,0,,RPPQMLLKNHLFFHF48CA
е├йM░╧,й╨жa(дgжa+л╪кл),╖sе_еле├йM░╧ж╦кL╕Ї39л╤32з╦1~30╕╣,58.88,жэ,,,1050322,дgжa2л╪кл1иожь0,дT╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,0630624,114.4,3,2,2,ж│,╡L,12500000,109266,,0.0,0,,RPRTMLMKNHLFFHF09CA
ддйM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елддйM░╧ддйM╕Ї378л╤1~30╕╣,9.45,жэ,,,1050405,дgжa2л╪кл1иожь1,д@╝h,дQ╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0900827,90.65,2,2,1,ж│,ж│,11700000,129068,йY╣D╛ў▒ё,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбCиожьн▒┐n╡Lкk╖з║тбC,RPOSMLMKNHLFFHF68CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧дЇ╖╜╕Ї132л╤1~30╕╣,6.24,жэ,,,1020623,дgжa1л╪кл1иожь0,дQдT╝h,дGдQд╗╝h,оMй╨(1й╨1╞U1╜├),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1050329,52.89,1,1,1,ж│,ж│,8880000,167896,,0.0,0,,RPXUMLKLNHLFFHF07CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧┤║ен╕Ї61~90╕╣,4.68,жэ,,,1050323,дgжa2л╪кл1иожь0,дE╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820323,42.010000000000005,1,1,1,ж│,ж│,5300000,126160,,0.0,0,,RPQNMLNLNHLFFHF58CA
ддйM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елддйM░╧дде┐╕Ї901~930╕╣,25.63,дu,,,1050415,дgжa1л╪кл1иожь1,дC╝h,дQдK╝h,┐ьд╜░╙╖~дj╝╙,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,0981015,269.94,0,0,0,╡L,ж│,27100000,100393,йY╣Dенн▒,29.04,0,,RPPOMLNLNHLFFHF58CA
ддйM░╧,дgжa,▓▒йўмq241~270жa╕╣,119.47,жэ,,,1050322,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,13800000,115510,,0.0,0,,RPTQMLOLNHLFFHF66CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧дддs╕ЇдGмq131л╤1~30╕╣,32.19,жэ,,,1041230,дgжa1л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0741115,109.34,3,1,2,ж│,╡L,12500000,114322,,0.0,0,,RPVNMLRLNHLFFHF86CA
дTоl░╧,й╨жa(дgжa+л╪кл),╖sе_елдTоl░╧е┴е═╡є27л╤1~30╕╣,13.29,жэ,,,1050306,дgжa2л╪кл1иожь0,дQе|╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850401,118.13000000000001,3,2,1,ж│,ж│,4750000,40210,,0.0,0,ж│е┴▒бн╖лUж]п└дзецйЎ,RPOOMLNJNHLFFIF38CA
╛ЁкL░╧,дgжa,дT║╓мq1441~1470жa╕╣,69.66,ифеL,,,1050426,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2115000,30362,,0.0,0,,RPSPMLNJNHLFFIF88CA
╛ЁкL░╧,дgжa,ж`╝wмq151~180жa╕╣,90.39,ифеL,,,1050426,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2115000,23399,,0.0,0,,RPTPMLNJNHLFFIF98CA
┼a║q░╧,й╨жa(дgжa+л╪кл),╖sе_ел┼a║q░╧░ъдд╡є91~120╕╣,18.46,жэ,,,1050306,дgжa1л╪кл1иожь0,дC╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860612,103.65,3,2,2,ж│,╡L,5100000,49204,,0.0,0,8╝╙е[╗\9╝╙┼Kе╓,RPPPMLOJNHLFFIF68CA
┼a║q░╧,дgжa,дj┤Ємqоr╕}дpмq121~150жa╕╣,255.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1050427,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1688800,6623,,0.0,0,и╠жa─y▓M▓z╝╨░ти·▒o,RPTOMLPJNHLFFIF09CA
дTоl░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTоl░╧дд╢щ╡є1~30╕╣,16.02,жэ,,,1050411,дgжa1л╪кл1иожь1,дK╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1020503,124.53999999999999,2,2,1,ж│,ж│,7000000,56207,йY╣Dенн▒,38.95,0,зt│├н╤│]│╞,RPSNMLLKNHLFFIF58CA
дTоl░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTоl░╧╛╟жи╕Ї301~330╕╣,24.3,░╙,,,1050325,дgжa1л╪кл1иожь1,дQдC╝h,дGдQдK╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1010724,233.64999999999998,4,2,2,ж│,ж│,17980000,76953,йY╣Dенн▒,34.77,0,,RPTNMLMKNHLFFIF78CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧йп║╓╕Ї32л╤31~60╕╣,22.25,жэ,,,1050410,дgжa1л╪кл1иожь0,дT╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0640911,74.12,3,2,2,ж│,╡L,9150000,123448,,0.0,0,,RPQPMLNJNHLFFAF97DA
кO╛Ї░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкO╛Ї░╧дддs╕ЇдGмq31~60╕╣,18.51,жэ,,,1050401,дgжa1л╪кл1иожь1,дQд@╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0980116,170.49,3,2,2,ж│,ж│,21000000,123174,йY╣Dенн▒,29.67,0,,RPROMLKKNHLFFAF77DA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧е·е┐╡є45л╤6з╦1~30╕╣,21.75,жэ,,,1050223,дgжa1л╪кл1иожь0,д@╝hбAенеx,е|╝h,й▒н▒(й▒╛Q),жэоaе╬,┐√╡м▓V╛одg│y,0650116,78.88,0,1,1,ж│,╡L,12100000,153398,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCе╗о╫╜Tи╠дgжaкk▓─дTдQе|▒°дзд@▓─д@бBдGбBдT╢╡│Wйw┐ь▓zзt╝Wл╪й╬е╝╡n░Oл╪клбC,RPPPMLLKNHLFFAF77DA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧└sжw╕Ї541~570╕╣,13.06,жэ,,,1050404,дgжa1л╪кл1иожь0,дQдT╝h,дQдC╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840713,108.39999999999999,3,2,2,ж│,ж│,7750000,71494,,0.0,0,,RPOPMLQJNHLFFBF18DA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧л╪дд╡є31~60╕╣,22.39,жэ,,,1050330,дgжa1л╪кл1иожь0,дQ╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0790915,141.69,2,2,2,ж│,ж│,14000000,98807,,0.0,0,,RPPNMLRJNHLFFBF18DA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧жwжи╡є1~30╕╣,11.54,жэ,,,1050407,дgжa1л╪кл1иожь0,д╗╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830125,66.85,3,2,1,ж│,ж│,5500000,82274,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSNMLOJNHLFFCF28DA
╖sй▒░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖sй▒░╧─_╛Ї╕Ї78л╤91~120╕╣,11.23,жэ,,,1050404,дgжa1л╪кл1иожь1,дQ╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1020829,138.4,3,2,2,ж│,ж│,17850000,128974,йY╣Dенн▒,24.42,0,,RPXPMLQJNHLFFCF56DA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧╖sелд@╕ЇдTмq101л╤31~60╕╣,32.36,жэ,,,1050404,дgжa1л╪кл1иожь1,дQдн╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1021025,206.89,4,2,2,ж│,╡L,15350000,74194,йY╣Dенн▒,31.51,0,,RPPQMLNJNHLFFEF38DA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧ж█▒j╕Ї61~90╕╣,30.72,жэ,,,1050410,дgжa1л╪кл1иожь1,дQд@╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0951204,144.81,2,2,2,ж│,ж│,11500000,79414,йY╣Dенн▒,20.18,0,,RPRNMLRJNHLFFEF68DA
─кмw░╧,й╨жa(дgжa+л╪кл),╖sе_ел─кмw░╧к°┐│╕Ї50л╤1~30╕╣,19.14,жэ,,,1050331,дgжa1л╪кл1иожь0,дG╝h,дн╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0990112,72.82000000000001,2,2,1,ж│,ж│,9650000,132519,,0.0,0,┼vзQдHж@2жь.зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPTOMLNJNHLFFGF78DA
─кмw░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел─кмw░╧е┴▒┌╕Ї133л╤1~30╕╣,23.85,жэ,,,1050407,дgжa1л╪кл1иожь1,дG╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0791024,169.93,3,2,2,ж│,ж│,3660000,21537,йY╣Dенн▒,41.51,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQPMLOJNHLFFGF68DA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧е├жwе_╕ЇдGмq5л╤1~30╕╣,25.5,жэ,,,1050411,дgжa1л╪кл1иожь0,е|╝hбA╢зеx,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0680308,82.0,7,0,7,ж│,╡L,9500000,115854,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPOQMLOJNHLFFGF58DA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧дTйM╕Їе|мq20л╤1~30╕╣,14.82,жэ,,,1050328,дgжa3л╪кл1иожь0,е|╝h,дQдC╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0871031,124.95,4,2,2,ж│,ж│,12800000,102441,,0.0,0,,RPQNMLPJNHLFFGF58DA
е├йM░╧,й╨жa(дgжa+л╪кл),╖sе_еле├йM░╧─╡е·╡є10л╤1~30╕╣,35.07,жэ,,,1050203,дgжa1л╪кл1иожь0,дT╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,0620710,88.98,3,2,1,ж│,╡L,11580000,130142,,0.0,0,,RPQOMLQJNHLFFHF88DA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧дхд╞╕Їд@мq285л╤2з╦1~30╕╣,38.83,жэ,,,1050311,дgжa2л╪кл1иожь0,д@╝hбA├M╝╙,дT╝h,й▒н▒(й▒╛Q),жэоaе╬,е[▒j┐j│y,,78.57,0,0,0,╡L,╡L,14500000,184549,,0.0,0,,RPRNMLLKNHLFFAF87EA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧дхд╞╕Їд@мq285л╤2з╦1~30╕╣,38.83,жэ,,,1050311,дgжa2л╪кл1иожь0,д@╝hбA├M╝╙,дT╝h,й▒н▒(й▒╛Q),жэоaе╬,е[▒j┐j│y,,78.57,0,0,0,╡L,╡L,14500000,184549,,0.0,0,,RPTNMLLKNHLFFAF08EA
кO╛Ї░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкO╛Ї░╧╡╪кF╡є241~270╕╣,14.78,жэ,,,1050331,дgжa2л╪кл1иожь1,дC╝h,дGдQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031003,169.14,3,2,2,ж│,ж│,26300000,160873,д╔н░╛ў▒ё,10.63,800000,,RPROMLNKOHLFFAF28EA
дTк█░╧,й╨жa(дgжa+л╪кл),╖sе_елдTк█░╧к°мK╡є1~30╕╣,20.69,жэ,,,1050329,дgжa1л╪кл1иожь0,д@╝hбA├M╝╙,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850409,119.65,0,0,0,╡L,ж│,6350000,53071,,0.0,0,,RPWNMLNJNHLFFEF88EA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧└╪о№╕ЇдGмq202л╤65з╦31~60╕╣,20.28,жэ,,,1050413,дgжa1л╪кл1иожь1,дн╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030327,162.44,3,2,2,ж│,ж│,8360000,51465,йY╣Dенн▒,24.81,0,,RPWNMLSKNHLFFEF86EA
▓HдЇ░╧,й╨жa(дgжa+л╪кл),╖sе_ел▓HдЇ░╧╖sелд@╕Їд@мq1~30╕╣,12.32,жэ,,,1050415,дgжa1л╪кл1иожь0,д╗╝h,дGдQ╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1000214,86.00999999999999,2,2,1,ж│,ж│,4830000,56156,,0.0,0,,RPPQMLSKNHLFFEF09EA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧ж█▒j╕Ї91~120╕╣,19.97,░╙,,,1050413,дgжa22л╪кл1иожь1,дQд╗╝hбAзи╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0810319,257.87,3,2,2,ж│,ж│,28000000,108582,йY╣Dенн▒,39.0,0,,RPSOMLNKOHLFFEF78EA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧╖sмK╡є121~150╕╣,22.13,жэ,,,1050405,дgжa2л╪кл1иожь1,дQдT╝h,дQдC╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030423,152.92000000000002,2,1,1,ж│,ж│,9250000,60489,йY╣Dенн▒,24.23,0,,RPXQMLSJOHLFFEF27EA
╖чк┌░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖чк┌░╧дддs╕Ї246л╤1~30╕╣,40.12,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1050415,дgжa1л╪кл1иожь0,дG╝h,дG╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,е[▒j┐j│y,,66.58,3,1,1,ж│,╡L,700000,10514,,0.0,0,┐╦─▌ецйЎ,RPVNMLMJNHLFFFF78EA
─кмw░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел─кмw░╧дде┐╕Ї313л╤1~30╕╣,28.31,жэ,,,1050422,дgжa2л╪кл1иожь1,дC╝h,дGдQ╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030923,183.54000000000002,3,2,1,ж│,ж│,17720000,96546,йY╣Dенн▒,38.05,0,,RPTNMLOJNHLFFGF88EA
е├йM░╧,й╨жa(дgжa+л╪кл),╖sе_еле├йM░╧дде┐╕Ї721~750╕╣,3.39,░╙,,,1050410,дgжa1л╪кл1иожь0,дQдG╝h,дQдG╝h,оMй╨(1й╨1╞U1╜├),░╙╖~е╬,┐√╡м▓V╛одg│y,0830727,42.08,1,1,1,ж│,ж│,5750000,136644,,0.0,0,,RPXNMLMJNHLFFHF56EA
